X;Y;OBJECTID;id;airport_ident;type;name;elevation_ft;continent;iso_country;iso_region;municipality;scheduled_service;gps_code;iata_code;local_code;description;frequency_mhz;runway_length_ft;runway_width_ft;runway_surface;runway_lighted;runway_closed
-134.400.475.306;46.930.493.683;148;6583;01CL;small_airport;Swansboro Country Airport;2594;NA;US;US-CA;Placerville;no;01CL;;01CL;;;3100;50;ASPH-TRTD;1;0
-131.528.430.039;40.338.787.726;149;6584;01CN;closed;Los Angeles County Sheriff's Department Heliport;300;NA;US;US-CA;Los Angeles;no;;;;;;60;60;ASPH;0;0
-118.272.508.634;47.568.698.927;150;6585;01CO;heliport;St Vincent General Hospital Heliport;10175;NA;US;US-CO;Leadville;no;01CO;;01CO;;;125;40;ASPH;0;0
-80.959.883.686;51.053.132.979;151;6586;01CT;heliport;Berlin Fairgrounds Heliport;60;NA;US;US-CT;Berlin;no;01CT;;01CT;;;70;70;TURF-GRVL;0;0
-90.329.313.795;33.234.888.503;152;6587;01FA;small_airport;Rybolt Ranch Airport;55;NA;US;US-FL;Orlando;no;01FA;;01FA;;;2000;100;TURF;0;0
-9058033.57;33.332.846.838;153;6588;01FD;heliport;Advent Health Altamonte Springs Heliport;86;NA;US;US-FL;Altamonte Springs;no;01FD;;01FD;;;110;110;CONC;0;0
-94.598.304.838;38.263.921.439;154;6590;01GA;heliport;Medical Center Heliport;319;NA;US;US-GA;Columbus;no;01GA;;01GA;;;65;65;CONC;0;0
-9.214.031.695;38.522.586.958;155;6591;01GE;small_airport;The Farm Airport;375;NA;US;US-GA;Wrightsville;no;01GE;;01GE;;;2560;75;TURF;0;0
-101.012.755.871;51.103.480.531;156;6592;01IA;small_airport;Stender Airport;725;NA;US;US-IA;Maysville;no;01IA;;01IA;;;2575;50;TURF-F;1;0
-124.713.449.699;52.525.247.673;157;6530;01ID;small_airport;Lava Hot Springs Airport;5268;NA;US;US-ID;Lava Hot Springs;no;01ID;;01ID;;;2894;100;TURF-F;0;0
-97.582.109.168;49.328.101.663;158;6594;01IL;heliport;Hoopeston Community Memorial Hospital Heliport;583;NA;US;US-IL;Hoopeston;no;01IL;;01IL;;;416;216;TURF;0;0
-95.396.129.061;48.849.827.783;159;6595;01IN;heliport;Community Hospital Heliport;890;NA;US;US-IN;Anderson;no;01IN;;01IN;;;45;45;ASPH;0;0
-100.541.759.396;47.239.924.953;160;6596;01IS;small_airport;William E. Koenig Airport;670;NA;US;US-IL;Dow;no;01IS;;01IS;;;1300;100;TURF;0;0
-91.177.008.932;3.592.075.926;161;6597;01J;small_airport;Hilliard Airpark;59;NA;US;US-FL;Hilliard;no;01J;;01J;;;3365;125;TURF-P;1;0
-108.632.686.784;4.444.139.645;162;6598;01K;small_airport;Caldwell Municipal Airport;1157;NA;US;US-KS;Caldwell;no;01K;;01K;;;2460;110;TURF-G;1;0
-10.798.358.354;4.656.078.452;163;6599;01KS;small_airport;Flying N Ranch Airport;1485;NA;US;US-KS;Lost Springs;no;01KS;;01KS;;;2400;100;TURF;0;0
-98.681.273.634;44.463.156.352;164;6600;01KY;heliport;Lourdes Hospital Heliport;419;NA;US;US-KY;Paducah;no;01KY;;01KY;;;40;40;CONC;0;0
-10.216.201.207;38.474.846.912;165;6601;01LA;small_airport;Barham Airport;90;NA;US;US-LA;Oak Ridge;no;01LA;;01LA;;;2000;60;TURF;0;0
-99.590.755.369;45.972.125.617;166;6602;01LL;small_airport;Schumaier Restricted Landing Area;555;NA;US;US-IL;Pinckneyville;no;01LL;;01LL;;;1600;70;TURF;0;0
-101.386.866.738;3.596.759.834;167;6603;01LS;small_airport;Country Breeze Airport;125;NA;US;US-LA;Slaughter;no;01LS;;01LS;;;1800;150;TURF;0;0
-79.237.324.295;5.255.081.103;168;6604;01MA;heliport;Compaq Andover Heliport;140;NA;US;US-MA;Andover;no;01MA;;01MA;;;32;32;TURF;0;0
-85.110.430.994;47.215.568.369;169;6605;01MD;seaplane_base;Annapolis Seaplane Base;;NA;US;US-MD;Annapolis;no;01MD;;01MD;;;3500;100;WATER;0;0
-7.625.418.242;5.906.059.326;170;6606;01ME;seaplane_base;Saint Peter's Seaplane Base;608;NA;US;US-ME;Portage Lake;no;01ME;;01ME;;;5000;500;WATER;0;0
-93.151.819.009;53.195.092.149;171;6607;01MI;heliport;Flow Through Terminal Heliport;736;NA;US;US-MI;Flint;no;01MI;;01MI;;;50;50;CONC;0;0
-103.034.430.339;60.901.682.391;172;6608;01MN;seaplane_base;Barnes Seaplane Base;1358;NA;US;US-MN;Cook;no;01MN;;01MN;;;10000;600;WATER;0;0
-100.726.660.567;46.704.774.594;173;6609;01MO;heliport;Highway Patrol Troop C Headquarters Heliport;615;NA;US;US-MO;Town and Country;no;01MO;;01MO;;;37;37;CONC;0;0
-127.883.827.965;62.391.516.568;174;6610;01MT;small_airport;Crystal Lakes Resort Airport;3141;NA;US;US-MT;Fortine;no;01MT;;01MT;;;5000;70;ASPH-G;0;0
-12331432.4;37.891.645.267;175;356169;01MU;heliport;NWMC - Houghton Heliport;2873;NA;US;US-AZ;Tucson;no;01MU;;01MU;;;54;54;CON;0;0
-86.363.217.215;40.928.031.404;176;6611;01NC;small_airport;Topsail Airpark;65;NA;US;US-NC;Holly Ridge;no;01NC;;01NC;;;3200;75;TURF;1;0
-112.044.740.615;49.893.027.937;177;6612;01NE;closed;Detour Airport;3000;NA;US;US-NE;Wellfleet;no;;;;;;2750;50;TURF;0;0
-80.246.879.102;54.105.915.504;178;6613;01NH;small_airport;Moore Airfield;835;NA;US;US-NH;Canaan;no;01NH;;01NH;;;600;50;TURF;0;0
-82.527.960.183;49.740.605.688;179;6614;01NJ;heliport;Albert Guido Memorial Heliport;10;NA;US;US-NJ;Newark;no;01NJ;;01NJ;;;125;80;ASPH;0;0
-116.373.705.143;38.964.469.854;180;45537;01NM;small_airport;Champion Ranch Airport;3630;NA;US;US-NM;Lake Arthur;no;01NM;;01NM;;;2700;70;DIRT;0;0
-86.740.054.831;40.551.860.296;181;506122;01NR;heliport;McGee 01 Heliport;40;NA;US;US-NC;Wilmington;no;01NR;;01NR;;;50;50;Turf;0;0
-132.500.250.782;46.879.085.867;182;6615;01NV;small_airport;Lantana Ranch Airport;4600;NA;US;US-NV;Yerington;no;01NV;;01NV;;;2000;60;GRVL;0;0
-82.306.102.665;5.115.015.481;183;6616;01NY;heliport;Vassar Hospital Heliport;100;NA;US;US-NY;Poughkeepsie;no;01NY;;01NY;;;100;75;ASPH;0;0
-93.857.749.601;47.931.803.079;184;347920;01OH;heliport;Atrium Medical Center Heliport;775;NA;US;US-OH;Middletown;no;01OH;;01OH;;;100;100;CON;1;0
-92.174.789.257;49.726.371.488;185;6617;01OI;heliport;Avita Health System Galion Hospital Heliport;1140;NA;US;US-OH;Galion;no;01OI;;01OI;;;30;30;CONC-G;0;0
-109.801.645.084;42.039.746.149;186;6618;01OK;closed;Lawrence Airport;1525;NA;US;US-OK;Eakly;no;;;;;;2640;25;ASPH;1;0
-107.635.742.939;40.815.153.665;187;345166;01OL;small_airport;Spring Creek Ranch East Airport;1060;NA;US;US-OK;Tishomingo;no;01OL;;01OL;;;1600;75;Turf;0;0
-134.746.674.291;53.301.483.409;188;6619;01OR;closed;Red & White Flying Service Airport;4346;NA;US;US-OR;Silver Lake;no;;;;;;4800;60;GRVL-DIRT;0;0
-89.112.257.595;4.961.674.989;189;6620;01PA;closed;Pine Heliport;1215;NA;US;US-PA;Mars;no;;;;;;60;60;TURF;0;0
-86.538.546.772;50.021.104.466;190;6621;01PN;small_airport;Bierly(Personal Use) Airport;960;NA;US;US-PA;Bellefonte;no;01PN;;01PN;;;1700;100;TURF;0;0
-84.635.765.855;51.006.383.408;191;6622;01PS;small_airport;Nort's Resort Airport;1040;NA;US;US-PA;Meshoppen;no;01PS;;01PS;;;1200;120;TURF-G;0;0
-90.450.203.202;4.168.244.354;192;6623;01SC;small_airport;York Airport;779;NA;US;US-SC;York;no;01SC;;01SC;;;2580;118;TURF-F;1;0
-108.108.812.871;38.547.839.327;193;6624;01TA;heliport;Thirty Thirty Matlock Office Center Heliport;630;NA;US;US-TX;Arlington;no;01TA;;01TA;;;30;30;CONC;0;0
-107.343.160.145;38.605.261.123;194;6625;01TE;small_airport;Smith Field;505;NA;US;US-TX;Forney;no;01TE;;01TE;;;2433;55;TURF-F;0;0
-9.988.764.528;41.633.238.757;195;6626;01TN;small_airport;Colonial Air Park;370;NA;US;US-TN;Collierville;no;01TN;;01TN;;;2700;100;TURF;0;0
-107.843.426.147;38.143.652.711;196;6628;01TX;closed;Mims Farm Ultralightport;610;NA;US;US-TX;Waxahachie;no;;;;;;500;60;TURF;0;0
-128.724.278.707;47.001.773.467;197;6629;01U;small_airport;Duckwater Airport;5124;NA;US;US-NV;Duckwater;no;K01U;;01U;;;2700;75;DIRT-P;0;0
-121.779.074.293;4.623.070.281;198;6630;01UT;small_airport;La Sal Junction Airport;6000;NA;US;US-UT;La Sal;no;01UT;;01UT;;;3200;40;DIRT-P;0;0
-86.745.716.598;47.395.925.992;199;6631;01VA;small_airport;Pickles Airport;500;NA;US;US-VA;Berryville;no;01VA;;01VA;;;1500;60;TURF;0;0
-13782688.4;58.872.720.326;200;6632;01WA;heliport;Willapa Harbor Heliport;154;NA;US;US-WA;South Bend;no;01WA;;01WA;;;36;36;CONC;0;0
-100.620.795.283;54.669.895.771;201;6633;01WI;small_airport;Prehn Cranberry Company Airport;930;NA;US;US-WI;Tomah;no;01WI;;01WI;;;2300;120;TURF;0;0
-136.572.314.562;6.142.431.004;202;6634;01WN;heliport;Whidbey General Hospital Heliport;103;NA;US;US-WA;Coupeville;no;01WN;;01WN;;;40;40;ASPH;1;0
-136.044.560.479;60.270.678.942;203;45900;01WT;heliport;Odyssey Heliport;20;NA;US;US-WA;Renton;no;01WT;;01WT;;;28;28;CONC-G;0;0
-116.674.626.217;55.195.034.429;204;6635;01WY;small_airport;Keyhole Airport;4250;NA;US;US-WY;Pine Haven;no;01WY;;01WY;;;4360;75;DIRT-TURF-G;0;0
-10.892.983.202;3.504.478.198;205;46288;01XA;heliport;Ascension Seton Hays Heliport;715;NA;US;US-TX;Kyle;no;01XA;;01XA;;;50;50;CONC;1;0
-106.583.401.562;37.659.623.285;206;6636;01XS;heliport;Meadowood Ranch Heliport;500;NA;US;US-TX;Athens;no;01XS;;01XS;;;50;50;CONC;0;0
-167.087.912.956;88.300.141.948;207;6637;02AK;small_airport;Rustic Wilderness Airport;190;NA;US;US-AK;Willow;no;02AK;;02AK;;;2200;45;GRVL;0;0
-97.698.879.467;35.513.926.474;208;6638;02AL;small_airport;Bass Field;61;NA;US;US-AL;Foley;no;02AL;;02AL;;;2000;150;TURF;0;0
-102.908.657.611;41.397.782.311;209;43030;02AR;closed;Three Rivers Airport;264;NA;US;US-AR;Little Rock;no;;;;;;4400;45;ASPH-G;0;0
-122.381.304.141;3.812.821.155;210;6640;02AZ;closed;Winchester Farm Airstrip;4200;NA;US;US-AZ;Willcox;no;;;;;;4500;80;TURF;0;0
-131.500.598.833;39.728.788.618;211;6641;02CA;heliport;Swepi Beta Platform Ellen Heliport;122;NA;US;US-CA;Huntington Beach;no;02CA;;02CA;;;55;55;PSP;0;0
-100.770.858.156;40.462.175.139;212;6642;02CD;small_airport;Shannon Field;165;NA;US;US-MS;Clarksdale;no;02CD;;02CD;;;2500;100;CONC-TURF;0;0
-132.535.870.317;41.314.629.309;213;6643;02CL;small_airport;Conover Air Lodge Airport;5160;NA;US;US-CA;Frazier Park;no;02CL;;02CL;;;3000;60;DIRT;0;0
-11.805.097.714;45.291.577.674;214;6644;02CO;small_airport;Mc Cullough Airport;7615;NA;US;US-CO;Monte Vista;no;02CO;;02CO;;;2670;50;GRAVEL;0;0
-8.064.485.272;51.489.437.275;215;6645;02CT;heliport;Strangers Point Heliport;540;NA;US;US-CT;Ellington;no;02CT;;02CT;;;50;50;ASPH;0;0
-91.142.612.269;33.155.422.502;216;6646;02FA;small_airport;Osborn Airfield;121;NA;US;US-FL;Groveland;no;02FA;;02FA;;;2485;150;TURF;0;0
-96.442.258.672;3.626.384.079;217;341544;02FD;small_airport;Triple R Ranch Airport;209;NA;US;US-FL;Baker;no;02FD;;02FD;;;3443;150;Turf;0;0
-9.586.698.626;35.864.109.717;218;45347;02FL;closed;Cuchens Airport;215;NA;US;US-FL;Defuniak Springs;no;;;;;;1800;100;TURF-F;0;0
-92.872.738.925;40.560.386.147;219;6648;02GA;small_airport;Doug Bolton Field;884;NA;US;US-GA;Commerce;no;02GA;;02GA;;;1200;100;TURF;0;0
-94.537.410.007;40.523.649.721;220;6649;02GE;small_airport;Etowah Fields Airport;710;NA;US;US-GA;Euharlee;no;02GE;;02GE;;;3400;100;TURF;0;0
-175.826.786.867;24.346.644.325;221;6650;02HI;heliport;K3 Helipad Heliport;9;OC;US;US-HI;Honolulu;no;02HI;;02HI;;;100;100;CONC;0;0
-104.504.509.732;51.693.865.006;222;6651;02IA;heliport;Boone County Hospital Heliport;1160;NA;US;US-IA;Boone;no;02IA;;02IA;;;50;50;CONC;0;0
-128.356.939.199;55.518.134.144;223;6652;02ID;small_airport;Morgan Ranch Airport;5634;NA;US;US-ID;Cascade;no;02ID;;02ID;;;2000;100;TURF;0;0
-95.969.092.532;4.874.999.918;224;6653;02II;small_airport;King Ultralightport;925;NA;US;US-IN;Westfield;no;02II;;02II;;;1100;100;TURF;0;0
-95.223.585.209;48.963.457.225;225;6654;02IN;small_airport;Diamond P. Field;904;NA;US;US-IN;Muncie;no;02IN;;02IN;;;1020;150;TURF;0;0
-9.791.361.656;52.022.025.078;226;6655;02IS;heliport;Condell Medical Center Heliport;762;NA;US;US-IL;Libertyville;no;02IS;;02IS;;;40;40;MATS;0;0
-106.928.268.449;47.535.497.608;227;6656;02KS;small_airport;Jmj Landing Airport;1170;NA;US;US-KS;St Marys;no;02KS;;02KS;;;1650;100;TURF;0;0
-94.517.418.885;46.063.412.609;228;6657;02KY;heliport;Boone National Guard Heliport;760;NA;US;US-KY;Frankfort;no;02KY;;02KY;;;100;100;CONC;0;0
-104.261.767.172;38.332.810.717;229;6658;02LA;heliport;Louisiana State Police Troop G Heliport;168;NA;US;US-LA;Bossier City;no;02LA;;02LA;;;20;20;CONC;0;0
-102.323.761.315;35.226.267.266;230;6659;02LS;heliport;Windy Hill Heliport;25;NA;US;US-LA;Broussard;no;02LS;;02LS;;;24;24;CONC;0;0
-78.955.577.461;50.744.311.172;231;6660;02MA;heliport;Cuttyhunk Heliport;9;NA;US;US-MA;Cuttyhunk;no;02MA;;02MA;;;50;50;ASPH;0;0
-85.392.890.844;4.674.874.263;232;322099;02MD;small_airport;Garner Field;141;NA;US;US-MD;Brandywine;no;02MD;;02MD;;;2000;75;Turf;0;0
-78.959.677.358;53.941.409.267;233;6661;02ME;small_airport;Nadeau's Airfield;700;NA;US;US-ME;Acton;no;02ME;;02ME;;;2400;60;TURF;0;0
-94.786.874.987;53.359.148.247;234;6662;02MI;small_airport;Fairplains Airpark;850;NA;US;US-MI;Greenville;no;02MI;;02MI;;;2000;100;TURF;0;0
-107.080.417.867;62.218.380.058;235;6663;02MN;closed;Greenbush Municipal Airport;1070;NA;US;US-MN;Greenbush;no;;;;;;1897;192;TURF-P;0;0
-101.338.029.398;47.288.360.669;236;6664;02MO;small_airport;Troy Airpark;650;NA;US;US-MO;Troy;no;02MO;;02MO;;;2200;50;TURF-G;0;0
-101.129.450.435;40.416.595.824;237;6665;02MS;small_airport;Watts Field;153;NA;US;US-MS;Rochdale;no;02MS;;02MS;;;2150;60;TURF-F;0;0
-10.442.033.956;43.912.116.395;238;6667;02MU;closed;Timber Line Airpark;1550;NA;US;US-MO;Cassville;no;;;;;;1900;125;TURF;0;0
-8.972.133.551;42.375.745.503;239;45686;02NC;closed;Race City Heliport;809;NA;US;US-NC;Landis;no;;;;;;100;100;TURF;0;0
-79.280.740.527;55.676.995.793;240;6669;02NH;seaplane_base;Iroquois Landing Seaplane Base;1180;NA;US;US-NH;Dummer;no;02NH;;02NH;;;3000;300;WATER;0;0
-8613609.65;42.446.524.243;241;506036;02NR;heliport;McGee 02 Heliport;25;NA;US;US-NC;Greenville;no;02NR;;02NR;;;50;50;Turf;0;0
-132.388.606.876;50.566.262.779;242;6671;02NV;small_airport;Paiute Meadows Airport;4443;NA;US;US-NV;Winnemucca;no;02NV;;02NV;;;2200;50;TURF;0;0
-84.219.319.939;5.332.176.576;243;6672;02NY;heliport;Hansen Heliport;435;NA;US;US-NY;Durhamville;no;02NY;;02NY;;;25;25;TURF;0;0
-92.487.903.966;50.680.201.116;244;6673;02OH;small_airport;Zimmerman Airport;614;NA;US;US-OH;Fremont;no;02OH;;02OH;;;2750;50;TURF;0;0
-89.684.992.112;51.313.657.157;245;6674;02OI;small_airport;Murtha Airport;950;NA;US;US-OH;Conneaut;no;02OI;;02OI;;;1500;75;TURF;0;0
-135.048.355.557;57.294.553.694;246;6676;02OR;small_airport;Rowena Dell Airport;705;NA;US;US-OR;The Dalles;no;02OR;;02OR;;;2000;30;TURF;0;0
-86.335.614.423;49.247.662.542;247;6677;02P;heliport;Stottle Memorial Heliport;591;NA;US;US-PA;Honey Grove;no;26PA;;26PA;;;100;100;TURF-G;1;0
-88.799.554.466;49.298.409.114;248;6678;02PA;heliport;Lag III Heliport;1070;NA;US;US-PA;Monroeville;no;02PA;;02PA;;;60;50;TURF-GRVL;0;0
-83.996.344.634;48.760.613.991;249;6679;02PN;heliport;Peco Berwyn Heliport;390;NA;US;US-PA;Berwyn;no;02PN;;02PN;;;40;40;ASPH;0;0
-73.875.814.175;20.920.395.444;250;6680;02PR;small_airport;Cuylers Airport;15;NA;PR;PR-U-A;Vega Baja;no;02PR;;02PR;;;2000;50;TURF;0;0
-85.972.377.703;51.461.014.807;251;6681;02PS;small_airport;Hughes Ultralightport;1700;NA;US;US-PA;Tioga;no;02PS;;02PS;;;500;100;TURF;0;0
-90.420.227.103;38.635.190.651;252;6682;02SC;small_airport;Harpers Airport;111;NA;US;US-SC;Estill;no;02SC;;02SC;;;3600;150;TURF-G;0;0
-125.770.989.602;5.743.424.257;253;6683;02T;small_airport;Wise River Airport;5830;NA;US;US-MT;Wise River;no;02T;;02T;;;4050;60;DIRT-G;0;0
-106.728.466.826;33.403.326.904;254;6684;02TA;heliport;Matagorda Shore Facility Heliport;5;NA;US;US-TX;Matagorda;no;02TA;;02TA;;;32;32;CONC;0;0
-107.828.730.613;38.153.257.982;255;6685;02TE;heliport;Baylor Medical Center Heliport;560;NA;US;US-TX;Waxahachie;no;02TE;;02TE;;;40;40;CONC;1;0
-96.386.561.078;42.704.404.956;256;6686;02TN;small_airport;Ellis Field;840;NA;US;US-TN;Rockvale;no;02TN;;02TN;;;1600;120;TURF;0;0
-113.460.033.244;39.445.726.038;257;6688;02TX;closed;The Palms At Kitty Hawk Airport;3235;NA;US;US-TX;New Home;no;;;;;;4800;80;TURF;0;0
-126.727.242.665;50.669.722.239;258;6689;02UT;small_airport;Lucin Airport;4412;NA;US;US-UT;Lucin;no;02UT;;02UT;;;4000;30;DIRT;0;0
-86.670.239.279;4.641.159.699;259;6690;02VA;small_airport;The Greenhouse Airport;320;NA;US;US-VA;Culpeper;no;02VA;;02VA;;;3000;80;TURF;0;0
-135.914.421.059;5.966.969.129;260;6692;02WA;small_airport;Cawleys South Prairie Airport;690;NA;US;US-WA;South Prairie;no;02WA;;02WA;;;2650;50;TURF;0;0
-103.143.964.601;56.265.446.507;261;6693;02WI;small_airport;Beer Airport;920;NA;US;US-WI;Hudson;no;02WI;;02WI;;;2200;60;TURF;0;0
-132.825.303.491;62.318.385.305;262;6694;02WN;small_airport;Fowler Field;2150;NA;US;US-WA;Tonasket;no;02WN;;02WN;;;1500;30;DIRT;0;0
-106.736.315.963;39.740.572.765;263;330393;02XA;small_airport;JLS Farms Airport;675;NA;US;US-TX;Honey Grove;no;02XA;;02XA;;;1950;50;Turf;0;0
-108.728.648.757;35.165.314.778;264;6695;02XS;closed;Seidel Ranch Airport;510;NA;US;US-TX;Austin;no;;;;;;1500;40;TURF;0;0
-168.240.243.324;8.563.456.632;265;6696;03AK;seaplane_base;Joe Clouds Seaplane Base;150;NA;US;US-AK;Kenai;no;03AK;;03AK;;;1000;70;DIRT;0;0
-95.786.830.661;41.181.243.807;266;6697;03AL;heliport;Highland Medical Center Heliport;628;NA;US;US-AL;Scottsboro;no;03AL;;03AL;;;50;50;CONC;1;0
-103.291.683.405;40.769.207.954;267;6698;03AR;heliport;Hscmh Heliport;350;NA;US;US-AR;Malvern;no;03AR;;03AR;;;117;117;CONC;1;0
-122.549.497.872;3.688.846.325;268;6699;03AZ;small_airport;Thompson International Aviation Airport;4275;NA;US;US-AZ;Hereford;no;03AZ;;03AZ;;;3600;60;DIRT;1;0
-130.251.543.159;38.660.705.981;269;6700;03CA;heliport;Grossmont Hospital Heliport;634;NA;US;US-CA;La Mesa;no;03CA;;03CA;;;40;40;CONC;1;0
-116.601.356.842;4.896.740.394;270;6701;03CO;small_airport;Kugel-Strong Airport;4950;NA;US;US-CO;Platteville;no;03CO;;03CO;;;4000;30;ASPH-G;0;0
-9.062.307.828;31.676.565.941;271;6702;03FA;small_airport;Lake Persimmon Airstrip;70;NA;US;US-FL;Lake Placid;no;03FA;;03FA;;;2000;200;TURF;0;0
-95.435.315.992;36.105.354.664;272;6703;03FD;closed;Tharpe Airport;115;NA;US;US-FL;Bonifay;no;;;;;;2000;50;TURF-G;0;0
-8.926.327.139;30.840.115.112;273;6704;03FL;heliport;Ranger Heliport;20;NA;US;US-FL;West Palm Beach;no;03FL;;03FL;;;50;40;CONC;0;0
-91.120.669.376;3.837.260.661;274;322717;03GA;small_airport;HIA Airport;238;NA;US;US-GA;Statesboro;no;03GA;;03GA;;;1990;65;Turf;0;0
-92.415.441.959;48.143.721.593;275;6705;03I;closed;Clarks Dream Strip;680;NA;US;US-OH;Circleville;no;;;;;;2375;90;TURF-G;0;0
-102.927.452.794;50.985.546.927;276;6706;03IA;closed;East Field;954;NA;US;US-IA;Montezuma;no;;;;;;2000;150;GRS;0;0
-129.722.320.281;55.891.436.029;277;6707;03ID;small_airport;Flying Y Ranch Airport;3180;NA;US;US-ID;Council;no;03ID;;03ID;;;1800;100;TURF;0;0
-97.715.024.668;45.740.593.314;278;6708;03II;small_airport;Davis Field Ultralightport;465;NA;US;US-IN;Mount Vernon;no;03II;;03II;;;1000;200;TURF;0;0
-97.757.107.497;5.071.863.412;279;6709;03IL;small_airport;Wix Airport;750;NA;US;US-IL;Monee;no;03IL;;03IL;;;2600;105;TURF;0;0
-100.380.570.824;47.080.726.158;280;6711;03IS;heliport;OSF St Anthony's Health Center Heliport;580;NA;US;US-IL;Alton;no;03IS;;03IS;;;40;40;CONC;0;0
-10.604.751.005;48.463.003.336;281;6712;03KS;heliport;Valley Grain Heliport;1160;NA;US;US-KS;Highland;no;03KS;;03KS;;;25;25;GRAVEL;0;0
-97.447.512.636;4.550.659.377;282;6713;03KY;small_airport;Flying H Farms Airport;385;NA;US;US-KY;Henderson;no;03KY;;03KY;;;2300;80;TURF;0;0
-101.443.113.327;35.292.324.791;283;6714;03LA;heliport;Damien Heliport;25;NA;US;US-LA;Carville;no;03LA;;03LA;;;60;60;TURF;0;0
-10.208.887.882;37.842.000.439;284;6715;03LS;heliport;Fmc Nr 1 Heliport;79;NA;US;US-LA;Winnsboro;no;03LS;;03LS;;;40;40;CONC;1;0
-77.800.639.391;55.152.372.346;285;6716;03M;seaplane_base;Lakeside Marina Seaplane Base;165;NA;US;US-ME;East Winthrop;no;03M;;03M;;;3800;200;WATER;0;0
-80.764.019.362;5.220.096.909;286;6717;03MA;small_airport;Hadley Airport;150;NA;US;US-MA;Hadley;no;03MA;;03MA;;;1600;60;TURF;0;0
-84.988.002.931;47.962.062.083;287;6718;03MD;heliport;Upper Chesapeake Medical Center Heliport;302;NA;US;US-MD;Bel Air;no;03MD;;03MD;;;50;50;CONC;1;0
-78.621.511.009;54.784.894.901;288;6719;03ME;small_airport;Maple Ridge Airport;556;NA;US;US-ME;Harrison;no;03ME;;03ME;;;2400;90;TURF;0;0
-93.354.971.644;53.962.038.548;289;6720;03MI;heliport;Harold Miller Heliport;585;NA;US;US-MI;Bay City;no;03MI;;03MI;;;20;20;TURF;0;0
-106.003.652.182;54.076.227.883;290;6721;03MN;small_airport;Nauerth Land Ranch Airport;1435;NA;US;US-MN;Lakefield;no;03MN;;03MN;;;1940;75;TURF;0;0
-103.673.621.774;45.631.222.197;291;6722;03MO;closed;Cahoochie Airport;1010;NA;US;US-MO;Urbana;no;;;;;;2200;50;TURF;0;0
-101.170.717.237;38.052.314.632;292;6723;03MS;heliport;Vicksburg Medical Center Heliport;110;NA;US;US-MS;Vicksburg;no;03MS;;03MS;;;60;60;CONC;0;0
-105.099.512.019;46.492.350.798;293;6725;03MU;small_airport;McDonnell Airport;874;NA;US;US-MO;Archie;no;03MU;;03MU;;;2400;24;ASPH;1;0
189.078.387.068;12.572.918.215;294;4650;03N;small_airport;Utirik Airport;4;OC;MH;MH-UTI;Utirik Island;yes;K03N;UTK;03N;;;2400;50;GRVL;0;0
-86.722.556.178;40.428.157.761;295;6726;03NC;small_airport;Pilots Ridge Airport;35;NA;US;US-NC;Carolina Beach;no;03NC;;03NC;;;2750;40;ASPH-G;0;0
-108.902.747.298;62.117.054.155;296;6727;03ND;small_airport;Olafson Brothers Airport;1045;NA;US;US-ND;Edinburg;no;03ND;;03ND;;;2600;50;TURF;0;0
-110.574.985.645;5.093.272.417;297;6728;03NE;small_airport;Hyde Ranch Airport;2430;NA;US;US-NE;Comstock;no;03NE;;03NE;;;2200;200;TURF;0;0
-7.917.531.688;52.839.157.954;298;6729;03NH;heliport;Lorden Heliport;400;NA;US;US-NH;Milford;no;03NH;;03NH;;;12;80;ASPH;0;0
-128.349.142.622;49.512.327.076;299;6731;03NV;small_airport;Llama Ranch Airport;6120;NA;US;US-NV;Ruby Valley;no;03NV;;03NV;;;3200;30;TURF-P;0;0
-80.948.557.022;50.061.940.469;300;6732;03NY;small_airport;Talmage Field;95;NA;US;US-NY;Riverhead;no;03NY;;03NY;;;2000;75;TURF;0;0
-9.241.559.224;5.074.035.064;301;6733;03OH;small_airport;Gibbs Field;580;NA;US;US-OH;Fremont;no;03OH;;03OH;;;2100;60;TURF;0;0
-90.836.205.776;50.745.366.649;302;6734;03OI;heliport;Cleveland Clinic, Marymount Hospital Heliport;890;NA;US;US-OH;Garfield Heights;no;03OI;;03OI;;;60;60;CONC;0;0
-107.046.511.063;43.063.000.329;303;6735;03OK;small_airport;Sahoma Lake Airport;890;NA;US;US-OK;Sapulpa;no;03OK;;03OK;;;1200;50;TURF;0;0
-108.762.187.093;41.655.574.117;304;348548;03OL;small_airport;Bluebird Airport;1232;NA;US;US-OK;Alex;no;03OL;;03OL;;;1900;30;Turf;0;0
-130.782.591.855;57.572.071.847;305;6736;03OR;small_airport;Powwatka Ridge Airport;3340;NA;US;US-OR;Troy;no;03OR;;03OR;;;2950;60;CONC;0;0
-84.008.031.007;48.896.426.345;306;6737;03PA;heliport;Collegeville Heliport;197;NA;US;US-PA;Collegeville;no;03PA;;03PA;;;130;80;ASPH;0;0
-84.804.085.321;50.222.086.538;307;6738;03PN;heliport;M.P. Metals Heliport;479;NA;US;US-PA;Berwick;yes;03PN;;03PN;;;100;100;TURF;0;0
-105.666.356.432;47.311.223.216;308;322892;03PR;small_airport;Sun View Field Airport;980;NA;US;US-KS;Bonner Springs;no;03PR;;03PR;;;2926;65;Turf;0;0
-86.724.119.446;49.902.415.163;309;6739;03PS;closed;Ziggy's Field;1050;NA;US;US-PA;Bellefonte;no;;;;;;675;90;TURF-G;0;0
